SYMPTOM_ID,SYMPTOM_NAME
10209,Interleukin-2 receptor increased
10210,Magnetic resonance imaging spinal normal
10211,Brain stem thrombosis
10212,Nerve root injury
10213,Parathyroid hormone-related protein
10214,Bisalbuminaemia
10215,Hepatitis A antibody abnormal
10216,Transient hypogammaglobulinaemia of infancy
10217,Polyradiculoneuropathy
10218,Anorectal swelling
10219,Removal of foreign body from oesophagus
10220,Cervix cautery
10221,Biopsy colon normal
10222,Synovial fluid crystal
10223,Blood heavy metal normal
10224,Antipsychotic drug level below therapeutic
10225,Intercepted drug dispensing error
10226,Skin papilloma
10227,Culture urine
10228,Arachnoid web
10229,Incarcerated umbilical hernia
10230,Antiribosomal P antibody positive
10231,Non-high-density lipoprotein cholesterol
10232,Anal spasm
10233,Urethral discharge
10234,Oromandibular dystonia
10235,Isocitrate dehydrogenase gene mutation
10236,Bone marrow reticulin fibrosis
10237,Peripheral vein thrombosis
10238,Coeliac artery occlusion
10239,White blood cell agglutination present
10240,Nervousness
10241,Transferrin saturation abnormal
10242,Respiratory distress
10243,Antiinflammatory therapy
10244,Red blood cell analysis normal
10245,HLA-B*27 positive
10246,Lactose tolerance test
10247,Electrocardiogram T wave biphasic
10248,Gastroenteritis astroviral
10249,Viral test positive
10250,Bacteria urine no organism observed
10251,Kaolin cephalin clotting time shortened
10252,Acute hepatitis B
10253,Joint deposit
10254,Glial scar
10255,Collateral circulation
10256,Platelet factor 4 decreased
10257,Sialoadenitis
10258,Opticokinetic nystagmus tests abnormal
10259,Vital capacity abnormal
10260,Anorectal disorder
10261,Clinomania
10262,Stool DNA test positive
10263,Activities of daily living impaired
10264,Oesophagogastric fundoplasty
10265,Instillation site foreign body sensation
10266,Pancreatic pseudoaneurysm
10267,Miller Fisher syndrome
10268,Suture insertion
10269,Ichthyosis
10270,Stroke in evolution
10271,Small cell lung cancer stage unspecified
10272,Bladder irrigation
10273,Blood beta-D-glucan negative
10274,Anticoagulation drug level normal
10275,Cataplexy
10276,Adenocarcinoma of the cervix
10277,Vasculitic ulcer
10278,Procalcitonin
10279,Right ventricular systolic pressure increased
10280,Renal aneurysm
10281,Electromechanical dissociation
10282,Oesophageal stenosis
10283,Regenerative siderotic hepatic nodule
10284,Stoma prolapse
10285,Aluminium overload
10286,Factor VIII activity decreased
10287,Abdominal distension
10288,CSF cell count
10289,Acid fast stain negative
10290,Infusion site induration
10291,Magnetic resonance imaging brain abnormal
10292,Incision site haematoma
10293,Laser doppler flowmetry
10294,Venous haemorrhage
10295,Incision site impaired healing
10296,Immunology test normal
10297,Transcranial magnetic stimulation
10298,Ileostomy closure
10299,Brief psychotic disorder with marked stressors
10300,Pregnancy test urine positive
10301,Juvenile myoclonic epilepsy
10302,Frostbite
10303,Bundle branch block right
10304,Spinal cord injury cervical
10305,Mumps antibody test
10306,Carotid angioplasty
10307,Joint laxity
10308,Ultrasound scan normal
10309,Eosinophilic bronchitis
10310,Nocturnal dyspnoea
10311,Allergic hepatitis
10312,Nicotine test negative
10313,Anti-neutrophil cytoplasmic antibody positive vasculitis
10314,Haematopoietic neoplasm
10315,Acute tonsillitis
10316,Product label issue
10317,Bladder dysfunction
10318,Craniectomy
10319,Omenn syndrome
10320,Oxygenation index
10321,Hyperkalaemia
10322,Injection site movement impairment
10323,Poverty of thought content
10324,Epidural analgesia
10325,Cryofibrinogenaemia
10326,Dysaesthesia pharynx
10327,CD4/CD8 ratio increased
10328,Compulsive handwashing
10329,Encephalitis rickettsial
10330,Optic nerve compression
10331,Arteriogram coronary normal
10332,Normal pressure hydrocephalus
10333,Nervous system disorder
10334,Acute disseminated encephalomyelitis
10335,Blood urea
10336,CD20 antigen positive
10337,H3N2 influenza
10338,Alpha-1 anti-trypsin
10339,Placental insufficiency
10340,Acute macular outer retinopathy
10341,Congenital nose malformation
10342,Expired product administered
10343,Fear of disease
10344,Prothrombin time shortened
10345,Biopsy prostate abnormal
10346,Cerebral vascular occlusion
10347,Noninfective encephalitis
10348,Oncocytoma
10349,Diastasis recti abdominis
10350,Carnitine decreased
10351,Intestinal barrier dysfunction
10352,Postnasal drip
10353,Therapeutic response unexpected
10354,Cutaneous calcification
10355,Biliary tract dilation procedure
10356,Urogenital haemorrhage
10357,Mean platelet volume abnormal
10358,Poisoning deliberate
10359,Vaginal laceration
10360,Malaria antibody test negative
10361,Induction of anaesthesia
10362,Non-Hodgkin's lymphoma stage III
10363,Bladder perforation
10364,Biopsy uterus normal
10365,Cyanosis neonatal
10366,Endoscopic ultrasound abnormal
10367,Renal necrosis
10368,Coombs direct test positive
10369,Visual tracking test
10370,Clumsiness
10371,Neoplasm swelling
10372,Taste disorder
10373,Fractional exhaled nitric oxide
10374,Still's disease adult onset
10375,Labour stimulation
10376,Jaw operation
10377,Iron metabolism disorder
10378,Post-traumatic stress disorder
10379,Cardiac dysfunction
10380,Perinatal HBV infection
10381,Smegma accumulation
10382,Skin graft infection
10383,Blood albumin normal
10384,Vasodilatation
10385,Sinoscopy
10386,Poliomyelitis
10387,Vaccination site necrosis
10388,Chorioamnionitis
10389,Iodine deficiency
10390,Intermenstrual bleeding
10391,Mucosal disorder
10392,Subclavian steal syndrome
10393,Neonatal cystic fibrosis screen
10394,Depressive delusion
10395,Laparoscopic surgery
10396,Kounis syndrome
10397,End-tidal CO2 abnormal
10398,Stent placement
10399,Adenovirus test positive
10400,Biopsy heart abnormal
10401,White blood cell disorder
10402,Myoglobin urine present
10403,Magnetic resonance imaging head abnormal
10404,Conjunctivochalasis
10405,Superior vena cava occlusion
10406,Thymectomy
10407,Neisseria test
10408,Biopsy anus abnormal
10409,Lip cosmetic procedure
10410,Liposuction
10411,Bradyphrenia
10412,Electroglottography
10413,Tendon discomfort
10414,Secondary transmission
10415,Enlarged foetal cisterna magna
10416,Grunting
10417,Protein albumin ratio normal
10418,Radioallergosorbent test
10419,Wrong technique in device usage process
10420,Prosthesis user
10421,Faecal volume increased
10422,Immunoglobulins decreased
10423,Clonic convulsion
10424,Aspergilloma
10425,Uterine inflammation
10426,Hepatitis E
10427,Periodontal disease
10428,Oral infection
10429,Pertussis identification test
10430,Ventricular assist device insertion
10431,Flight of ideas
10432,Renal surgery
10433,Acetylcholinesterase deficiency
10434,Coccydynia
10435,Wrong route
10436,Pulmonary contusion
10437,Endometrial atrophy
10438,Capillary nail refill test
10439,Papule
10440,Nuclear magnetic resonance imaging thoracic
10441,Anginal equivalent
10442,Rubber sensitivity
10443,Gastric electrical stimulation
10444,Myelomalacia
10445,Cough
10446,Acne varioliformis
10447,Retroplacental haematoma
10448,VIth nerve injury
10449,Cervix injury
10450,Mammoplasty
10451,Interferon alpha level increased
10452,Autoimmune pericarditis
10453,Somatic hallucination
10454,Post procedural drainage
10455,Prolymphocytic leukaemia
10456,Hepatitis B antibody
10457,Postoperative renal failure
10458,Vitreous floaters
10459,Hair growth abnormal
10460,Telangiectasia congenital
10461,Delayed myelination
10462,Haemorrhage
10463,Orthopaedic examination normal
10464,Reticulocyte count abnormal
10465,Spontaneous haematoma
10466,Anti factor Xa activity decreased
10467,Gastrointestinal inflammation
10468,Pneumatosis intestinalis
10469,Pregnancy induced hypertension
10470,Pneumococcal infection
10471,Uterine rupture
10472,Wart excision
10473,Hippus
10474,Tongue pigmentation
10475,Disseminated varicella zoster virus infection
10476,Myoglobin urine absent
10477,Sleeve gastrectomy
10478,Bladder cancer
10479,Vascular graft complication
10480,Alkalosis hypochloraemic
10481,Intracranial venous sinus thrombosis
10482,Eosinophil count abnormal
10483,CSF myelin basic protein abnormal
10484,Defaecation disorder
10485,Laryngeal nerve palsy
10486,Administration site bruise
10487,Ankle brachial index abnormal
10488,Hernial eventration
10489,Toxicity to various agents
10490,Porphyria acute
10491,Paroxysmal nocturnal haemoglobinuria
10492,CSF mononuclear cell count decreased
10493,Muscular dystrophy
10494,Device breakage
10495,Economic problem
10496,Calcium ionised abnormal
10497,Glomerular filtration rate
10498,Uterine myoma expulsion
10499,Interferon gamma release assay positive
10500,Conjunctival staining
10501,Single functional kidney
10502,Blood bactericidal activity
10503,Fibroblast growth factor 23
10504,Administration site haemorrhage
10505,Vocal cord atrophy
10506,Oropharyngeal spasm
10507,Solar urticaria
10508,Bicytopenia
10509,Carotid artery thrombosis
10510,Lip scab
10511,Risus sardonicus
10512,Pancreatic enzymes normal
10513,Exercise test abnormal
10514,B-cell lymphoma stage III
10515,Escherichia test negative
10516,Biopsy lymph gland normal
10517,Tendon rupture
10518,Medication overuse headache
10519,Respiratory tract malformation
10520,Bone debridement
10521,Demyelination
10522,Prolonged rupture of membranes
10523,Hypermagnesaemia
10524,Endocarditis enterococcal
10525,Immunosuppression
10526,Eczema eyelids
10527,Pneumonia chlamydial
10528,Nail bed bleeding
10529,Tuberculin test false positive
10530,Rash psoriaform
10531,Atrioventricular node dysfunction
10532,Urogenital infection bacterial
10533,Colour vision tests abnormal red-green
10534,Bronchoalveolar lavage normal
10535,Pelvic pouch procedure
10536,HIV antibody negative
10537,Device deposit issue
10538,Spondyloarthropathy
10539,Poor venous access
10540,Clinically isolated syndrome
10541,Cast application
10542,Peri-implantitis
10543,Transverse presentation
10544,Seizure cluster
10545,Endocrine test
10546,Hyperviscosity syndrome
10547,Hepatitis C RNA negative
10548,Neutrophil gelatinase-associated lipocalin increased
10549,Tuberculosis gastrointestinal
10550,Pollakiuria
10551,Tri-iodothyronine uptake increased
10552,Laboratory test normal
10553,Rectal obstruction
10554,Vaginal cancer stage 0
10555,Human herpesvirus 8 infection
10556,Carnitine abnormal
10557,Pulmonary blastomycosis
10558,Oestrogen receptor assay
10559,Complement factor C2 decreased
10560,Serum procollagen type III N-terminal propeptide
10561,External ear inflammation
10562,Hereditary angioedema with C1 esterase inhibitor deficiency
10563,Bladder neck obstruction
10564,Gustometry normal
10565,Red blood cell morphology
10566,Acoustic neuroma
10567,Biopsy abdominal wall
10568,Histamine release test
10569,Carotid bruit
10570,Mastocytoma
10571,Ovarian oedema
10572,Flatulence
10573,Vital capacity normal
10574,Epiploic appendagitis
10575,Septic pulmonary embolism
10576,Varicella zoster oesophagitis
10577,Neuron-specific enolase
10578,Eye paraesthesia
10579,Urinary occult blood negative
10580,Low carbohydrate diet
10581,Vaccination site mass
10582,Cutaneous vasculitis
10583,Scrotal operation
10584,ADAMTS13 activity normal
10585,Infusion site reaction
10586,Alcoholic pancreatitis
10587,Visual evoked potentials normal
10588,Gastritis
10589,Overgrowth bacterial
10590,Quality of life decreased
10591,Brain hypoxia
10592,Portopulmonary hypertension
10593,Postpartum depression
10594,Lichen planus pemphigoides
10595,Submaxillary gland enlargement
10596,Infective exacerbation of bronchiectasis
10597,VIIIth nerve lesion
10598,Oligodendroglioma
10599,Vertical talus
10600,Application site haematoma
10601,Aortic valve repair
10602,Drug effect increased
10603,Papillary muscle disorder
10604,Proctosigmoidoscopy abnormal
10605,Infusion site bruising
10606,Biopsy pharynx abnormal
10607,Anaemic hypoxia
10608,Viral titre increased
10609,Respiratory tract infection viral
10610,Rhegmatogenous retinal detachment
10611,Campylobacter colitis
10612,Blood gastrin decreased
10613,Biopsy tonsil
10614,Biopsy tongue
10615,Altered state of consciousness
10616,Viral parotitis
10617,Colorectal adenocarcinoma
10618,Thyroiditis subacute
10619,Mitochondrial DNA mutation
10620,Cardioactive drug level decreased
10621,Capnocytophaga infection
10622,Rheumatic heart disease
10623,Varicose vein
10624,Aspiration joint abnormal
10625,Derealisation
10626,Cautery to nose
10627,Blood acid phosphatase normal
10628,CSF mononuclear cell count increased
10629,Gianotti-Crosti syndrome
10630,Gene mutation identification test negative
10631,Mixed liver injury
10632,Oocyte harvest
10633,Cyst drainage
10634,Acute myeloid leukaemia refractory
10635,Serum ferritin increased
10636,Free fatty acids decreased
10637,Symmetrical drug-related intertriginous and flexural exanthema
10638,Product lot number issue
10639,Abscess management
10640,Blood cholesterol decreased
10641,Burning mouth syndrome
10642,Product deposit
10643,Pleurisy bacterial
10644,Gallbladder polyp
10645,Intracranial pressure increased
10646,Blood beryllium
10647,Ligament disorder
10648,Complement factor increased
10649,Ichthyosis acquired
10650,Adenoviral conjunctivitis
10651,Genotype drug resistance test abnormal
10652,Prostatic artery embolisation
10653,Delirium febrile
10654,Atrial appendage closure
10655,Hooded prepuce
10656,Velopharyngeal incompetence
10657,Light chain analysis decreased
10658,Blood HIV RNA decreased
10659,Follicular lymphoma
10660,Male genital examination abnormal
10661,Catheter site warmth
10662,Cystatin C abnormal
10663,Helicobacter pylori identification test positive
10664,Thyroxine normal
10665,Nephrolithiasis
10666,Intraosseous access placement
10667,Ureaplasma infection
10668,Maximum heart rate increased
10669,Oesophageal neoplasm
10670,Skin fissures
10671,Benign oesophageal neoplasm
10672,Emphysematous cystitis
10673,Urethral carbuncle
10674,Stenotrophomonas test
10675,Complicated fracture
10676,Cerebral toxoplasmosis
10677,Hair metal test
10678,Vaccination site lymphadenopathy
10679,Difficulty in walking
10680,Bacterial colitis
10681,Instillation site haemorrhage
10682,Steatohepatitis
10683,Shunt infection
10684,Fear-related avoidance of activities
10685,Venous aneurysm
10686,Bone marrow granuloma
10687,Defecography
10688,Intestinal pseudo-obstruction
10689,Tooth loss
10690,Human herpesvirus 6 infection
10691,Bladder cancer stage III
10692,Anti-soluble liver antigen/liver pancreas antibody
10693,Wrong device used
10694,Haemodialysis
10695,Asocial behaviour
10696,Hemiataxia
10697,Aplasia
10698,Respiratory syncytial virus infection
10699,Neuropsychiatric lupus
10700,Pericardial drainage test normal
10701,Orthokeratology
10702,Congenital melanocytic naevus
10703,Transmission of an infectious agent via product
10704,Retained placenta operation
10705,Oesophageal ulcer
10706,Pneumobilia
10707,Benign neoplasm of choroid
10708,Nasal cavity cancer
10709,Urine albumin/creatinine ratio normal
10710,Splenosis
10711,SARS-CoV-1 test positive
10712,Factor XIII Inhibition
10713,Precerebral artery occlusion
10714,Product primary packaging issue
10715,Rhinitis allergic
10716,Perineal cellulitis
10717,Blindness transient
10718,Retinal vein thrombosis
10719,Gastrointestinal examination abnormal
10720,Neck exploration
10721,Spinal claudication
10722,Rectal prolapse
10723,Antibody test abnormal
10724,Agraphia
10725,Menstruation irregular
10726,Base excess abnormal
10727,Mesenteric artery stenosis
10728,Cephalo-pelvic disproportion
10729,Aldolase abnormal
10730,Transferrin receptor assay
10731,Blood pressure systolic normal
10732,Fracture blisters
10733,Metabolic function test normal
10734,pH urine normal
10735,Red blood cells CSF positive
10736,Echocardiogram
10737,Factor Xa activity test
10738,White blood cell scan
10739,Facial paresis
10740,Trigeminal nerve disorder
10741,Carbon dioxide normal
10742,Pain of skin
10743,Paruresis
10744,Urinary stone analysis
10745,Oral papilloma
10746,Primary stabbing headache
10747,Tracheal disorder
10748,Foramen magnum stenosis
10749,Cerebellar embolism
10750,Rehabilitation therapy
10751,Therapeutic product effect increased
10752,Paracentesis abdomen abnormal
10753,Parathyroid tumour
10754,Intestinal stenosis
10755,Arteriovenous fistula aneurysm
10756,Anti-thyroid antibody negative
10757,Central nervous system immune reconstitution inflammatory response
10758,Cervical conisation
10759,Blood triglycerides decreased
10760,Grimacing
10761,Troponin T
10762,Typhus rickettsia test
10763,Epstein-Barr virus infection reactivation
10764,Hyperaldosteronism
10765,Methylmalonic aciduria
10766,Thyroglossal cyst excision
10767,Gastroenteritis sapovirus
10768,Lumbarisation
10769,FEV1/FVC ratio decreased
10770,Nasal polypectomy
10771,Retinal thickening
10772,Metamyelocyte percentage increased
10773,White blood cells stool negative
10774,Hyperglobulinaemia
10775,Blood phosphorus
10776,Salmonellosis
10777,Visual field tests normal
10778,Finkelstein test
10779,Oculopneumoplethysmogram
10780,Fallopian tube obstruction
10781,Electronystagmogram
10782,Vaccination site ischaemia
10783,Neutralising antibodies negative
10784,Ecchymosis
10785,Abdominal wall haemorrhage
10786,Penile abscess
10787,Anxiety
10788,Fumbling
10789,CSF myelin basic protein
10790,Red blood cell anisocytes present
10791,Cryopyrin associated periodic syndrome
10792,Rapid eye movement sleep behaviour disorder
10793,Left ventricle outflow tract obstruction
10794,Brain fog
10795,Gastric ulcer helicobacter
10796,Viral titre decreased
10797,Blood pressure ambulatory increased
10798,Virus stool test
10799,Peak expiratory flow rate abnormal
10800,Post cardiac arrest syndrome
10801,Feminisation acquired
10802,Morose
10803,T-cell lymphocytosis
10804,Diabetic ketoacidosis
10805,Band sensation
10806,Dehydroepiandrosterone decreased
10807,Total cholesterol/HDL ratio
10808,Vulval cancer
10809,Cerebellar haemorrhage
10810,Haematology test normal
10811,Inner ear infarction
10812,Blood pressure orthostatic decreased
10813,Incorrect disposal of product
10814,Creatinine urine increased
10815,Urine copper increased
10816,Patella fracture
10817,Glycated albumin increased
10818,Agonal respiration
10819,X-ray dental
10820,Ingrown hair
10821,Vulvovaginal injury
10822,Serology test
10823,Cestode infection
10824,3-Dimensional vasculography
10825,Cutaneous T-cell lymphoma stage I
10826,Lipids increased
10827,Lacrimal gland operation
10828,Total lung capacity increased
10829,Carotidynia
10830,Extracorporeal membrane oxygenation
10831,"Ear, nose and throat examination abnormal"
10832,Computerised tomogram oesophagus abnormal
10833,Nuclear magnetic resonance imaging heart
10834,Palatal disorder
10835,Retinal function test normal
10836,Complex regional pain syndrome
10837,Alopecia universalis
10838,Low density lipoprotein
10839,Facial discomfort
10840,Concomitant disease progression
10841,Influenza B virus test negative
10842,Knuckle pads
10843,Neurilemmoma benign
10844,Vitreous detachment
10845,Erythema dyschromicum perstans
10846,Histrionic personality disorder
10847,IIIrd nerve injury
10848,Apolipoprotein E
10849,Anti-epithelial antibody
10850,Cartilage operation
10851,Leukocytosis
10852,Enterococcal infection
10853,Body height
10854,Cardiac valve thickening
10855,Stenocephaly
10856,Glomerulonephritis
10857,Calicivirus test positive
10858,Ear disorder
10859,Physical deconditioning
10860,Thyroid releasing hormone challenge test
10861,Renal haematoma
10862,Senile dementia
10863,Tracheobronchial stent insertion
10864,Citrobacter infection
10865,Drug dispensing error
10866,Dengue virus test positive
10867,Tongue cyst
10868,Neurodevelopment test
10869,Foreign body aspiration
10870,Biopsy penis
10871,Tourniquet application
10872,Procedural anxiety
10873,Red blood cell nucleated morphology
10874,Apolipoprotein A-I increased
10875,Paralytic lagophthalmos
10876,Urine analysis
10877,Arcus lipoides
10878,Selective mutism
10879,Glycocholic acid increased
10880,Missed labour
10881,Glossopharyngeal neuralgia
10882,Bronchial secretion retention
10883,Starvation
10884,Adenocarcinoma pancreas
10885,Electrocardiogram Q wave abnormal
10886,Fracture pain
10887,Meigs' syndrome
10888,Cerebral disorder
10889,Subperiosteal abscess
10890,Catheter management
10891,Suicide attempt
10892,Cardiac hypertrophy
10893,Haemophilic arthropathy
10894,Schistosoma test negative
10895,Heart sounds abnormal
10896,Viral titre
10897,Cerebellar stroke
10898,Frustration
10899,Antidepressant drug level
10900,Bone giant cell tumour malignant
10901,Deafness neurosensory
10902,Reversible ischaemic neurological deficit
10903,Post-traumatic pain
10904,Acute vestibular syndrome
10905,Vaccination site phlebitis
10906,Rhesus antibodies negative
10907,Iontophoresis
10908,Phlebotomy
10909,Leukocytoclastic vasculitis
10910,Phlebitis superficial
10911,Anti-zinc transporter 8 antibody negative
10912,Streptococcal serology negative
10913,Legionella serology
10914,Iliac artery arteriosclerosis
10915,Prophylaxis of nausea and vomiting
10916,Spontaneous rupture of membranes
10917,Limb hypoplasia congenital
10918,Lung disorder
10919,Abortion threatened
10920,Borrelia burgdorferi serology
10921,Amniocentesis
10922,Hyperbilirubinaemia neonatal
10923,Cardiac rehabilitation therapy
10924,Porokeratosis
10925,Red blood cell count abnormal
10926,Device deployment issue
10927,Culture negative
10928,Lack of satiety
10929,Parietal lobe stroke
10930,Anti-infective therapy
10931,Coagulation factor XIII level
10932,Magnetic resonance imaging hepatobiliary abnormal
10933,Phospholipase A2 activity increased
10934,Cyst aspiration abnormal
10935,Mouth ulceration
10936,Cardiac valve disease
10937,Hyperammonaemic encephalopathy
10938,Milia
10939,Coronary artery perforation
10940,Sacralisation
10941,Synkinesis
10942,Alpha-1 acid glycoprotein normal
10943,Complications of transplanted lung
10944,Endoscopic retrograde cholangiopancreatography
10945,Hypergeusia
10946,Pulmonary ossification
10947,H2N2 influenza
10948,Dwarfism
10949,Fungal test negative
10950,Foreign body reaction
10951,Hepatitis C RNA
10952,Tooth restoration
10953,Anal stenosis
10954,Ovarian germ cell teratoma
10955,Intentional removal of drug delivery system by patient
10956,Von Willebrand's factor activity decreased
10957,Pancytopenia
10958,Serratia sepsis
10959,Capillary nail refill test abnormal
10960,Spinal myelogram
10961,Autoimmune cholangitis
10962,Impulse-control disorder
10963,Intubation
10964,Systemic mastocytosis
10965,Left atrial volume increased
10966,Incorrect route of product administration
10967,Blood chromium increased
10968,Catheter site thrombosis
10969,Fracture
10970,Withdrawal bleed
10971,Human chorionic gonadotropin abnormal
10972,Tracheo-oesophageal fistula
10973,Lipoprotein abnormal
10974,Enhanced respiratory disease
10975,Lymph nodes scan normal
10976,Very long-chain acyl-coenzyme A dehydrogenase deficiency
10977,Micropenis
10978,Metastatic malignant melanoma
10979,Contrast media allergy
10980,Hepatitis B virus test positive
10981,Metastases to ovary
10982,Urine zinc
10983,Genital infection fungal
10984,Periorbital haemorrhage
10985,False positive radioisotope investigation result
10986,Proteus test positive
10987,Vulvovaginal erythema
10988,Erythema of eyelid
10989,Gynaecological examination abnormal
10990,Haematoma
10991,Haemodynamic instability
10992,Pinta
10993,Colitis collagenous
10994,Blood catecholamines normal
10995,Cytomegalovirus viraemia
10996,Fungal DNA test positive
10997,Breath sounds normal
10998,Cervical plexus lesion
10999,Renal hamartoma
11000,Genital prolapse
11001,Fructosamine
11002,Venous thrombosis in pregnancy
11003,Vasculitis
11004,Albumin globulin ratio increased
11005,Hypoacusis
11006,Corticobasal degeneration
11007,Intestinal resection
11008,Aspermia
11009,Mycoplasma serology
11010,Blood mercury abnormal
11011,Convulsion in childhood
11012,Condyloma latum
11013,Fear of falling
11014,Injection site hypertrichosis
11015,Biliary cyst
11016,Biliary adenoma
11017,Albumin globulin ratio
11018,Uterine cervix stenosis
11019,Skin lesion excision
11020,Prostatic obstruction
11021,Breast discolouration
11022,Vitamin A deficiency
11023,Sternitis
11024,Primiparous
11025,Imprisonment
11026,Hepatitis post transfusion
11027,Transmission of an infectious agent via transplant
11028,Blood 25-hydroxycholecalciferol decreased
11029,Gastrostomy
11030,Bone neoplasm malignant
11031,Oral viral infection
11032,Hepcidin test
11033,CSF lactate
11034,Myxofibrosarcoma
11035,Limb girth decreased
11036,Apolipoprotein A-I normal
11037,Pulmonary imaging procedure
11038,Abdominal strangulated hernia
11039,Head discomfort
11040,Smooth muscle antibody negative
11041,Foetal non-stress test
11042,Congenital aortic valve incompetence
11043,Blood alkaline phosphatase decreased
11044,Alcohol intolerance
11045,Vitreous opacities
11046,Thyroglobulin decreased
11047,Unwanted pregnancy
11048,IVth nerve paresis
11049,Chronic paroxysmal hemicrania
11050,Pericardial drainage
11051,COVID-19 treatment
11052,Proximal focal femoral deficiency
11053,Neurodevelopmental delay
11054,Magnetic resonance imaging brain normal
11055,Exposure via blood
11056,Mitral valve replacement
11057,Metastases to neck
11058,Granulocyte count decreased
11059,Anti-islet cell antibody negative
11060,Open fracture
11061,Tendon necrosis
11062,Abdominal incarcerated hernia
11063,Sternotomy
11064,Adrenal gland cancer metastatic
11065,Limb reduction defect
11066,Red blood cell microcytes absent
11067,Toxicologic test normal
11068,Neurological decompensation
11069,Iris neovascularisation
11070,Parapharyngeal space infection
11071,Anti-cyclic citrullinated peptide antibody
11072,Post procedural haematoma
11073,Automatic positive airway pressure
11074,Ocular vasculitis
11075,Hepatobiliary disease
11076,Chondromatosis
11077,Skeletal survey
11078,Anaplastic lymphoma kinase gene mutation
11079,Collapse of lung
11080,Virus culture positive
11081,Red blood cell count
11082,Bradykinesia
11083,Gastrointestinal mucosa hyperaemia
11084,Hair texture abnormal
11085,Post vaccination syndrome
11086,Infusion site erythema
11087,Infective keratitis
11088,Post streptococcal glomerulonephritis
11089,Metastatic uterine cancer
11090,Diverticulum intestinal
11091,Gastrointestinal surgery
11092,Diabetic retinopathy
11093,Skin lesion
11094,Hypercarotinaemia
11095,Myocardial hypoxia
11096,Urothelial papilloma
11097,Interstitial granulomatous dermatitis
11098,Peripheral vein thrombus extension
11099,Pancreatic neuroendocrine tumour metastatic
11100,Fraction of inspired oxygen
11101,Cardiovascular disorder
11102,Chromosome analysis normal
11103,Apoptosis
11104,Faecal calprotectin normal
11105,Product tampering
11106,Heart failure with preserved ejection fraction
11107,Throat cancer
11108,Blood electrolytes
11109,Phenylalanine screen
11110,Procedural site reaction
11111,VACTERL syndrome
11112,Keratitis herpetic
11113,Suicidal ideation
11114,Chondropathy
11115,Directional Doppler flow tests abnormal
11116,Asymptomatic HIV infection
11117,Acral peeling skin syndrome
11118,Small intestine carcinoma
11119,Diabetes mellitus
11120,Paronychia
11121,Melanocytic naevus
11122,Wrong patient received product
11123,Pulmonary embolism
11124,Essential hypertension
11125,Withdrawal hypertension
11126,Plateletcrit
11127,Nosocomephobia
11128,Tricuspid valve incompetence
11129,Chronic spontaneous urticaria
11130,Osteochondrosis
11131,Faecal incontinence
11132,Epidural test dose
11133,Heteronymous diplopia
11134,Infantile colic
11135,Vitamin B1
11136,Bronchial stent insertion
11137,Violence-related symptom
11138,Hepatitis C test negative
11139,Mechanical ileus
11140,Foetal hypokinesia
11141,Body height abnormal
11142,Electrophoresis protein normal
11143,Acute sinusitis
11144,Colour blindness acquired
11145,Bile duct stent removal
11146,Mucopolysaccharidosis I
11147,Neuromyelitis optica spectrum disorder
11148,Herpes zoster pharyngitis
11149,Thyroid gland injury
11150,Insulin C-peptide increased
11151,Aortic surgery
11152,Acoustic stimulation tests abnormal
11153,Hip surgery
11154,Cardiothoracic ratio
11155,Urine mercury normal
11156,Cystatin C increased
11157,Indeterminate investigation result
11158,Varices oesophageal
11159,Potentiating drug interaction
11160,Seroconversion test negative
11161,Catheter site swelling
11162,Toxic epidermal necrolysis
11163,Right ventricular dysfunction
11164,Arrhythmia supraventricular
11165,Foetal haemoglobin increased
11166,X-linked lymphoproliferative syndrome
11167,Wound infection bacterial
11168,Scapulothoracic dissociation
11169,Instillation site pain
11170,Peritoneal abscess
11171,Echolalia
11172,Bacterial blepharitis
11173,Noninfective chorioretinitis
11174,Pancreatic injury
11175,Acquired amegakaryocytic thrombocytopenia
11176,Renal aplasia
11177,Pericarditis tuberculous
11178,Bed sharing
11179,Optic disc pit
11180,Hyperkeratosis lenticularis perstans
11181,Language disorder
11182,Hemidysaesthesia
11183,Cystitis escherichia
11184,Parathyroid hormone-related protein increased
11185,Methylenetetrahydrofolate reductase gene mutation
11186,Seizure like phenomena
11187,Abnormal labour affecting foetus
11188,Erythema annulare
11189,Heart rate variability increased
11190,Hot flush
11191,Acoustic stimulation tests normal
11192,Benign familial pemphigus
11193,Saliva analysis
11194,Leriche syndrome
11195,Factor V Leiden mutation
11196,Malignant pleural effusion
11197,Hearing aid user
11198,Urine oxalate
11199,Thymic cyst
11200,Basilar artery aneurysm
11201,Haemoglobin decreased
11202,Sudden cardiac death
11203,Meconium aspiration syndrome
11204,Intermittent positive pressure breathing
11205,Encephalitis cytomegalovirus
11206,Manic symptom
11207,Amniotic membrane rupture test
11208,Hereditary neuropathy with liability to pressure palsies
11209,Biopsy fallopian tube
11210,CSF oligoclonal band
11211,Treatment failure
11212,Drug level below therapeutic
11213,Spinal cord infarction
11214,Application site infection
11215,Tattoo
11216,Somatostatin receptor scan abnormal
11217,Gastrointestinal bacterial overgrowth
11218,Chronic myocarditis
11219,Carotid artery stent insertion
11220,Skin hyperpigmentation
11221,Prostate tenderness
11222,Renal sympathetic nerve ablation
11223,Craniotomy
